category,work,urn,text,context,lg_pos,trf_pos,odycy_pos,human_judgement,notes,lg_lemma,trf_lemma,odycy_lemma,lg_gender,trf_gender,odycy_gender,lg_case,trf_case,odycy_case,lg_tense,trf_tense,odycy_tense,lg_mood,trf_mood,odycy_mood,lg_voice,trf_voice,odycy_voice,lg_number,trf_number,odycy_number
pos_2v1_lg_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:9.298,ὀλόλυξε,πενθαλέης [[ὀλόλυξε]] βεβυσμένος οἶκος ἀνίης ·,ADJ,VERB,VERB,trf+odycy,ὀλόλυξε 'cried aloud' -> VERB. only trf has both lemma and POS correct. [high],ὀλολύζω,ὀλολύζω,ὀλόλυσσω,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:23.319,θύρσος,Ἰνδοὺς [[θύρσος]] ἔπεφνε καὶ ἔφλεγε πυρσὸς Ὑδάσπην .,ADJ,NOUN,NOUN,trf+odycy,θύρσος subj of ἔπεφνε -> NOUN. [high],θύρσος,θύρσος,θύρσος,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:1.1132,λιτῇσιν,πολλὰ δὲ τήνγε [[λιτῇσιν]] ἀποστρέψαι ἐριώλας,ADJ,NOUN,NOUN,trf+odycy,λιτῇσιν dat pl 'with prayers' -> NOUN. [high],λιτή,λιτή,λιτή,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.49,τήνγε,"[[τήνγε]] φυλακτήρων , λάθε δέ σφεας ὁρμηθεῖσα .",ADV,PRON,PRON,trf+odycy,"τήνγε 'her', standalone pronoun -> PRON. Only odycy has lemma correct. [high]",τήνγε,τήνγε,ὅγε,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:2.157,μεταδαίνυσο,"αὐτὸς ὅπως ἐθέλεις [[μεταδαίνυσο]] , πείθεο δʼ αὐτῷ ·",ADV,VERB,VERB,trf+odycy,μεταδαίνυσο imperative 'share in the feast' -> VERB. Only trf has both lemma and POS [high],μεταδαίνυμαι,μεταδαίνυμαι,μεταδαίνυσο,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:33.231,ἀσιγήτοισιν,"εἶχεν [[ἀσιγήτοισιν]] ἀήθεα χείλεσι σιγήν ,",NOUN,ADJ,ADJ,trf+odycy,ἀσιγήτοισιν modifies χείλεσι -> ADJ. [high],ἀσίγητος,ἀσίγητος,ἀσιγήτος,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:15.505,ἐμὰ,ἑσπέριος δʼ εἰς ἄστυ ἰδὼν [[ἐμὰ]] ἔργα κάτειμι .,DET,ADJ,ADJ,"ambiguous (lg unstable, not principled)","ἐμά possessive modifying ἔργα. Originally called this a DET(lg)-vs-ADJ(trf/odycy) tagset-convention split, but corpus-wide check disproves that: across 2302 possessive-pronoun-family tokens (ἐμός/σός/ἡμέτερος/ὑμέτερος/σφέτερος), lg agrees ADJ with trf/odycy 72% of the time and only produces DET ~2.3% of the time -- and the exact surface form ἐμὰ itself gets DET/PRON/ADJ from lg across different occurrences in the corpus. So this is lg being internally inconsistent on this closed word class, not applying a different principled convention. No clear winner since there's no stable rule to evaluate against. [med]",ἐμός,ἐμός,ἐμός,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.128,ἀργῆτι,"Ζεύς , ὅς μιν κατέπεφνε βαλὼν [[ἀργῆτι]] κεραυνῷ .",ADJ,NOUN,NOUN,lg,"ἀργῆτι directly modifies κεραυνῷ -> ADJ, not substantivized. lg right, trf+odycy wrong. [high]",ἀργής,ἀργής,ἀργῆς,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:2.632,ἐξότε,"[[ἐξότε]] τὸ πρώτιστον ἐμὴν χάριν ἠγερέθεσθε ,",ADV,SCONJ,SCONJ,trf+odycy,ἐξότε 'ever since' introducing temporal clause w/ finite verb -> SCONJ. [high],ἐξότε,ἐξότε,ἐξότε,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:45.108,καὶ,[[καὶ]] πολὺς ἔνθα καὶ ἔνθα δορικτήτων ἀπὸ νηῶν,ADV,CCONJ,CCONJ,trf+odycy,καί clause-initial linking to preceding narrative -> CCONJ. [med],καί,καί,καί,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:16.719,ναίεσκε,ὃς Φρυγίῃ [[ναίεσκε]] ῥοῇς ἔπι Σαγγαρίοιο ·,ADJ,VERB,VERB,trf+odycy,ναίεσκε iterative impf of ναίω 'used to dwell' -> VERB. [high],ναίω,ναίω,ναίω,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:43.208,διερῆς,ἡμιτελής · [[διερῆς]] δὲ παρήορος ἰξύος ὁλκῷ,NOUN,ADJ,ADJ,trf+odycy,διερῆς modifies ἰξύος -> ADJ. [high],διερός,διερός,διερῆς,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:10.253,περισκέπτῳ,"ξεστοῖσιν λάεσσι , [[περισκέπτῳ]] ἐνὶ χώρῳ .",VERB,ADJ,ADJ,trf+odycy,περισκέπτῳ modifies χώρῳ -> ADJ. Only trf has the lemma right. [high],περίσκεπτος,περίσκεπτος,περισκέπτῳ,,,,,,,,,,,,,,,,,,
pos_2v1_lg_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:8.129,πουλὺς,αἰὲν ἐπεσσυμένοιο κατήριπε [[πουλὺς]] ὅμιλος ·,NOUN,ADJ,ADJ,trf+odycy,πουλὺς modifies ὅμιλος -> ADJ. All three got lemma wrong: should be πολύς [high],πουλὺς,πουλύς,πουλὺς,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.958,ὕπερθεν,"Ἥφαιστος θηεῖτο , καὶ αἰγλήεντος [[ὕπερθεν]]",ADP,ADP,ADV,lg+trf,ὕπερθεν 'above' construable w/ gen αἰγλήεντος (anastrophe) -> ADP; odycy's ADV is defensible too when read absolutely. [med],ὕπερθεν,ὕπερθεν,ὕπερθεν,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:1.392,σκαλμοῖς,[[σκαλμοῖς]] δʼ ἀμφὶς ἐρετμὰ κατήρτυον · ἐν δέ οἱ ἱστὸν,NOUN,NOUN,ADJ,lg+trf,"σκαλμοῖς 'thole-pins', obj of κατήρτυον-adjacent -> NOUN. [high]",σκαλμός,σκαλμός,σκαλμοῖς,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:20.269,ἄρʼ,"ἀλλὰ δύω μὲν ἔλασσε διὰ πτύχας , αἳ δʼ [[ἄρʼ]] ἔτι τρεῖς",PART,PART,ADV,lg+trf,"ἄρα discourse particle -> PART (standard epic-particle tagging), not ADV. both failed to identify lemma correctly: trf fell back on elided form; lg hallucinated a nonsense lemma [high]",ἄρʼς,ἄρʼ,ἄρʼ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:13.837,δʼ,ἠχὴ [[δʼ]] ἀμφοτέρων ἵκετʼ αἰθέρα καὶ Διὸς αὐγάς .,PART,PART,ADP,lg+trf,"δέ postpositive particle -> PART, not ADP. Neither got the lemma right (elision) [high]",δʼ,δʼ,δʼ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:4.574,θʼ,"δόρπον [[θʼ]] ὁπλισάμεσθʼ , ἐπί τʼ ἤλυθεν ἀμβροσίη νύξ ,",PART,PART,ADV,lg+trf,"τε connective particle -> PART, not ADV. neither got the lemma right (elision) [high]",θʼ,θʼ,θʼ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:4.634,χρεὼ,νῆά μοι οἴχετʼ ἄγων · ἐμὲ δὲ [[χρεὼ]] γίγνεται αὐτῆς,ADJ,ADJ,NOUN,odycy,"χρεώ is subject of γίγνεται ('need arises to me') -> NOUN, not predicate ADJ. lg+trf wrong. [med]",χρεώ,χρεώ,χρεώ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:559,οἷα,"παννυχίη δʼ ἐχόρευσεν ἀνὰ πτόλιν , [[οἷα]] θύελλα ,",ADJ,ADJ,ADV,odycy,"οἷα used comparatively 'like a whirlwind', not modifying a noun -> ADV, not ADJ. lg+trf wrong. [med]",οἷος,οἷος,οἷα,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:428,δʼ,"ἕλκεται , οὐ ξιφέων σελαγή , σιγῶσι [[δʼ]] ὀιστοί ,",PART,PART,CCONJ,lg+trf,"δέ postpositive particle -> PART, not CCONJ. [high]",δʼ,δʼ,δʼ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:38.430,δὲ,"Ζηνὸς ἐπαινήσαντος , ἐν ἀστερόεντι [[δὲ]] κύκλῳ",PART,PART,CCONJ,lg+trf,"δέ postpositive particle -> PART, not CCONJ. [high]",δέ,δέ,δέ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:13.235,ναέται,καὶ [[ναέται]] Ῥυτίοιο καὶ εὐκάρποιο Λυκάστου,NOUN,NOUN,VERB,lg+trf,"ναέται 'inhabitants', subj -> NOUN. [high]",ναέτης,ναέτης,ναέται,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:14.20,ἐϋμμελίης,Κασσάνδρην δʼ ἄγε δῖαν [[ἐϋμμελίης]] Ἀγαμέμνων ·,ADJ,ADJ,NOUN,lg+trf,ἐϋμμελίης epithet modifying Ἀγαμέμνων -> ADJ. [high],ἐυμμελίης,ἐυμμελίης,ἐυμμελίης,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:3.608,Ἠριγένεια,"γηθείτω ῥοδόπεπλος ἀνʼ οὐρανόν [[Ἠριγένεια]] ,",NOUN,NOUN,ADJ,lg+trf,"Ἠριγένεια used as name/subject (Dawn personified) -> NOUN (proper), not ADJ. [high]",Ἠριγένεια,Ἠριγένεια,ἠριγένεια,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:3.211,ἥλικι,Δευκαλίων ὅτε μοῦνος ὁμόστολος [[ἥλικι]] Πύρρῃ,ADJ,ADJ,NOUN,ambiguous,ἥλικι in apposition to proper name Πύρρῃ -- ADJ (lexical class) vs NOUN (substantival apposition 'agemate') both defensible. [low],ἧλιξ,ἧλιξ,ἥλικι,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:2.651,Μέλαιναν,"ἄκρην δʼ οὐ μετὰ δηθὰ παρεξενέοντο [[Μέλαιναν]] ,",NOUN,NOUN,ADJ,lg+trf,Μέλαιναν toponym (place name) -> NOUN; odycy misses the proper-noun reading. trf's lemma capture (Μέλαινα) also cleaner than lg's. [high],Μέλαιναν,Μέλαινα,μέλας,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:1.23,θʼ,αἰδεῖσθαί [[θʼ]] ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα ·,PART,PART,ADP,lg+trf,"τε connective particle -> PART, not ADP. [high]",θʼ,θʼ,θʼ,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:48.479,μογέων,"καὶ [[μογέων]] ἔκρυπτεν ἑὸν πόθον , οὐδʼ ἐνὶ λόχμαις",VERB,VERB,NOUN,lg+trf,μογέων circumstantial participle 'toiling' -> VERB. [high],μογέω,μογέω,μογέω,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:39.8,ἀκλύστῳ,"[[ἀκλύστῳ]] Ῥαδαμᾶνες ἐναυτίλλοντο θαλάσσῃ ,",ADJ,ADJ,NOUN,lg+trf,ἀκλύστῳ modifies θαλάσσῃ -> ADJ. [high],ἄκλυστος,ἄκλυστος,ἀκλύστος,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:1.653,καὶ,"βήμεναι ἐς πόλεμον , τόν περ τρομέουσι [[καὶ]] ἄνδρες .",CCONJ,CCONJ,ADV,odycy,"καὶ ἄνδρες = scalar/focus 'even men', no coordinated clause -> ADV, not CCONJ. lg+trf wrong. [med]",καί,καί,καί,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:37.668,δισκοβόλους,[[δισκοβόλους]] Διόνυσος ἀκοντιστῆρας ἐπείγων ·,ADJ,ADJ,NOUN,lg+trf,δισκοβόλους modifies ἀκοντιστῆρας -> ADJ. [high],δισκοβόλος,δισκοβόλος,δισκοβόλος,,,,,,,,,,,,,,,,,,
pos_2v1_odycy_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:2.375,ἄλγεʼ,"ἀλλά μοι αἰγίοχος Κρονίδης Ζεὺς [[ἄλγεʼ]] ἔδωκεν ,",NOUN,NOUN,ADV,lg+trf,ἄλγεʼ obj of ἔδωκεν -> NOUN. [high],ἄλγεʼ,ἄλγεʼ,ἄλγεʼ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1056,οὐδὲ,φάσγανά τʼ ἐκ κολεῶν . [[οὐδὲ]] σχήσεσθαι ἀρωγῆς,CCONJ,PART,CCONJ,lg+odycy,"οὐδέ 'nor' joining clauses -> CCONJ, not PART. [high]",οὐδέ,οὐδέ,οὐδέ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:1.32,μʼ,ἀλλʼ ἴθι μή [[μʼ]] ἐρέθιζε σαώτερος ὥς κε νέηαι .,PART,PRON,PART,trf,"με 'me', obj of ἐρέθιζε -> PRON, unambiguously a personal-pronoun object, not PART. lg+odycy wrong. [high]",μʼ,μʼ,μʼ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:24.466,πείθοντʼ,[[πείθοντʼ]] · αἶψα δʼ ἔπειτʼ ἐπὶ τεύχεα ἐσσεύοντο .,ADV,VERB,ADV,trf,"πείθοντο 'they were obeying', impf mid of πείθω -> VERB. lg+odycy's ADV is clearly wrong. [high]",πείθοντʼ,πείθοντʼ,πείθοντʼ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:447,δʼ,ἀθάνατοι [[δʼ]] ἀνένευον ἀνηνύστους ἑκατόμβας .,PART,CCONJ,PART,lg+odycy,"δέ postpositive particle -> PART, not CCONJ. [high]",δʼ,δʼ,δʼ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:1.109,βατὸν,χερσαίοις ἀνέμοισι [[βατὸν]] πλόον ἐν χθονὶ τεύχων .,NOUN,ADJ,NOUN,trf,βατόν modifies πλόον 'a passable route' -> ADJ. lg+odycy wrong. [high],βατός,βατός,βατὸς,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:8.423,οὐδὲ,"[[οὐδὲ]] μὲν οἵ γʼ ἀπάνευθε πόνων ἔσαν , ἀλλʼ ἄρα καὶ τῶν",ADV,PART,ADV,none,"οὐδέ 'nor' still joins clauses here -> CCONJ; lg=ADV, trf=PART, odycy=ADV all miss it. [med]",οὐδέ,οὐδέ,οὐδέ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:3.403,μαιάδι,"ἀμφοτέρους εὕδοντας ἐκοίμισε [[μαιάδι]] τέχνῃ ,",ADJ,NOUN,ADJ,lg+odycy,"μαιάδι modifies τέχνῃ -> ADJ, not NOUN. [high]",μαιάς,μαιάς,μαιάς,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:8.294,ἐϋμμελίην,"καὶ κρατερὸν Περίλαον [[ἐϋμμελίην]] τε Μενάλκην ,",NOUN,ADJ,NOUN,trf,ἐϋμμελίην epithet modifying Μενάλκην -> ADJ (same epithet correctly tagged ADJ by lg/trf at row 82). lg+odycy wrong here. [high],ἐϋμμελίας,ἐϋμμελίην,ἐϋμμελία,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:4.212,ὃ,"κυκλόσʼ , [[ὃ]] δʼ ἐν μέσσοισι παρίστατο ἰσόθεος φώς ,",PRON,DET,PRON,lg+odycy,"ὅ standing alone as subject 'he' -> PRON, not DET. [high]",ὁ,ὁ,ὁ,,,,,,,,,,,,,,,,,,
pos_2v1_trf_odd,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:1.384,Τηλέμαχʼ,"[[Τηλέμαχʼ]] , ἦ μάλα δή σε διδάσκουσιν θεοὶ αὐτοὶ",ADV,NOUN,ADV,trf,Τηλέμαχʼ vocative address 'Telemachus!' -> NOUN (proper name). lg+odycy's ADV is a clear tagging failure on the vocative form. [high],Τηλέμαχʼ,Τηλέμαχʼ,Τηλέμαχʼ,,,,,,,,,,,,,,,,,,
morph_gender_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:2.775,τόσσον,πείρετʼ ἐς Αἰήτην [[τόσσον]] πλόον . εὖ γὰρ ἐγώ μιν,ADJ,ADJ,ADJ,lg+odycy,τόσσον agrees w/ πλόον (masc noun ὁ πλόος) -> Masc. [high],,,,Masc,Neut,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.862,σὺ,"ἀλλὰ [[σὺ]] μή τῳ ἐμὸν δείξῃς δέμας , εὖτʼ ἂν ἴδηαι",PRON,PRON,PRON,ambiguous,"σύ has no morphological gender; lg leaving it blank is arguably most correct, trf/odycy's Fem is a referent-based inference (addressee plausibly female). [low]",,,,,Fem,Fem,,,,,,,,,,,,,,,
morph_gender_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:19.143,τοι,δῶρα δέ [[τοι]] θεράποντες ἐμῆς παρὰ νηὸς ἑλόντες,PRON,PRON,PRON,ambiguous,"σοι/τοι has no morphological gender; addressee here is male (Achilles) so trf/odycy's referent-based Masc is plausible, but this is inference not morphology. [low]",,,,,Masc,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:19.421,ὅ,εὖ νυ τὸ οἶδα καὶ αὐτὸς [[ὅ]] μοι μόρος ἐνθάδʼ ὀλέσθαι,PRON,PRON,PRON,lg+odycy,ὅ introduces a clause referring back to an abstract fact ('that it is my fate...') -> Neut. [high],,,,Neut,Masc,Neut,,,,,,,,,,,,,,,
morph_gender_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:4.259,ἐμὸν,ἔνθʼ ἄλλαι Τρῳαὶ λίγʼ ἐκώκυον · αὐτὰρ [[ἐμὸν]] κῆρ,ADJ,ADJ,ADJ,lg+odycy,ἐμόν agrees w/ κῆρ (neut noun τὸ κῆρ) -> Neut. [high],,,,Neut,Masc,Neut,,,,,,,,,,,,,,,
morph_gender_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.456,ἄναυδος,ἂν στόμα τε ῥῖνάς θʼ · ὁ δʼ ἄρʼ ἄπνευστος καὶ [[ἄναυδος]],ADJ,ADJ,ADJ,trf+odycy,ἄναυδος agrees w/ masc subject (ὁ) -> Masc. [high],,,,Fem,Masc,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:200,ἵππου,τοῖσι δʼ ἐπεκλήισσε θύρην ἐγκύμονος [[ἵππου]],NOUN,NOUN,NOUN,trf,ἐγκύμονος ἵππου 'pregnant horse' -- deliberate feminine ('mare') imagery for the Trojan Horse; lg+odycy default to masc ὁ ἵππος. [med] REVIEW,,,,Masc,Fem,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:7,ἀκόρητος,γηραλέη τετάνυστο φόνων [[ἀκόρητος]] Ἐνυὼ,ADJ,ADJ,ADJ,trf,"ἀκόρητος agrees w/ Ἐνυὼ (goddess, fem) -> Fem. lg+odycy wrong. [high]",,,,Masc,Fem,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:5.343,κακώτερα,χώεται ἰοχέαιρα [[κακώτερα]] Τριτογενείης .,ADJ,ADJ,ADJ,lg+trf,κακώτερα substantive object of χώεται -> Neut. [high],,,,Neut,Neut,Fem,,,,,,,,,,,,,,,
morph_gender_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:26.11,πάννυχον,[[πάννυχον]] ὕπνον ἔχειν ἀλλότριόν ἐστιν ἀνάκτων ·,ADJ,ADJ,ADJ,lg+trf,πάννυχον agrees w/ ὕπνον (masc noun ὁ ὕπνος) -> Masc. [high],,,,Masc,Masc,Fem,,,,,,,,,,,,,,,
morph_gender_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:10.345,Τυνδαρίδος,"μήδετο , [[Τυνδαρίδος]] στυγερὸν γάμον ἐντύνουσα",NOUN,NOUN,NOUN,lg+trf,Τυνδαρίδος refers to Helen -> Fem. [high],,,,Fem,Fem,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:12.185,κολώνας,αὐτῶν ἐννεσίῃσι θεῶν ἔριν · οἱ δὲ [[κολώνας]],NOUN,NOUN,NOUN,lg+trf,κολώνας 'hills' from fem noun κολώνη -> Fem. [high],,,,Fem,Fem,Masc,,,,,,,,,,,,,,,
morph_gender_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:18.114,ὅλῳ,"πορφυρέας ἀκτῖνας [[ὅλῳ]] στίλβοντι προσώπῳ ,",ADJ,ADJ,ADJ,odycy,ὅλῳ agrees w/ προσώπῳ (neut noun τὸ πρόσωπον) -> Neut. lg+trf wrong. [high],,,,Masc,Masc,Neut,,,,,,,,,,,,,,,
morph_gender_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:31.209,ἀδόκητος,"Θαμβαλέη δʼ [[ἀδόκητος]] ἑῶν ἀνεπήλατο δίφρων ,",ADJ,ADJ,ADJ,trf+odycy,ἀδόκητος agrees w/ implied fem subject (parallel to Θαμβαλέη) -> Fem. [high],,,,Masc,Fem,Fem,,,,,,,,,,,,,,,
morph_gender_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:6.55,πέπον,"ὦ [[πέπον]] ὦ Μενέλαε , τί ἢ δὲ σὺ κήδεαι οὕτως",ADJ,ADJ,ADJ,lg+odycy,"πέπον is a fixed neuter-form vocative term of endearment regardless of addressee's sex -> Neut (morphological form), not referent-based Masc. [high]",,,,Neut,Masc,Neut,,,,,,,,,,,,,,,
morph_case_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:1.676,ἄρειον,"πέμπωμεν ξείνοισιν , ἐπεὶ καὶ [[ἄρειον]] ὀπάσσαι .",ADJ,ADJ,ADJ,odycy,"ἄρειον is obj of ὀπάσσαι -> Acc, not Nom. [high]",,,,,,,Nom,Nom,Acc,,,,,,,,,,,,
morph_case_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.608,ὕδατα,εὖτʼ ἂν δὲ κλύζῃσι κελαινῆς [[ὕδατα]] λίμνης,NOUN,NOUN,NOUN,trf,ὕδατα reads as subj of κλύζῃσι ('the waters surge') -> Nom; lg+odycy's Acc assumes an unstated external subject. [med],,,,,,,Acc,Nom,Acc,,,,,,,,,,,,
morph_case_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:24.41,γναμπτὸν,"[[γναμπτὸν]] ἐνὶ στήθεσσι , λέων δʼ ὣς ἄγρια οἶδεν ,",ADJ,ADJ,ADJ,lg+odycy,γναμπτόν most likely obj (of an implied verb/noun phrase) rather than subject -> Acc. [low] REVIEW (context fragment too short to fully confirm),,,,,,,Acc,Nom,Acc,,,,,,,,,,,,
morph_case_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:8.164,κακὴ,"ἔρρε [[κακὴ]] γλήνη , ἐπεὶ οὐκ εἴξαντος ἐμεῖο",ADJ,ADJ,ADJ,lg+odycy,"κακή γλήνη is a vocative address ('ἔρρε ...!') -> Voc, not Nom. [high]",,,,,,,Voc,Nom,Voc,,,,,,,,,,,,
morph_case_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:11.141,κατατεθνηυίης,μητρὸς τήνδʼ ὁρόω ψυχὴν [[κατατεθνηυίης]] ·,VERB,VERB,VERB,trf+odycy,"κατατεθνηυίης agrees w/ μητρός (gen) -> Gen; lg simply has no case value here (gap, not wrong value, but incomplete). [high]",,,,,,,,Gen,Gen,,,,,,,,,,,,
morph_case_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:10.470,μακρὰ,"μηνῶν φθινόντων , περὶ δʼ ἤματα [[μακρὰ]] τελέσθη ,",ADJ,ADJ,ADJ,trf+odycy,"μακρά is subj of τελέσθη -> Nom, not Acc. [high]",,,,,,,Acc,Nom,Nom,,,,,,,,,,,,
